year,brand,model,mileage,condition,body_type,color,drive_type,fuel,drive_setup,transmission,interior_type,door_count,star,review_no,date_posted,price
2017,lexus,rx,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-29,22000000
2007,toyota,corolla,,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-07-27,2350000
2007,lexus,ls,,foreign used,saloons,white,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-01,6000000
2011,mazda,cx-7,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-13,4000000
2010,toyota,venza,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-13,5500000
2013,toyota,camry,,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-08-15,4800000
2017,toyota,corolla,,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-15,7500000
2017,toyota,corolla,,foreign used,saloons,maroon,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-15,9500000
2006,toyota,avalon,,foreign used,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,5,2020-08-15,2500000
2010,toyota,venza,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-16,5200000
2020,mercedes-benz,s560,,brand new,saloons,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-16,110000000
2010,mercedes-benz,e350,,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-08-24,8500000
2007,bmw,325i,,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-17,2500000
2006,infiniti,g,,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-15,2500000
2016,toyota,4-runner,,locally used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-08-17,15000000
2008,lexus,is,,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-17,3500000
2004,mazda,3,,foreign used,saloons,dark grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-15,1800000
2014,chrysler,200,54,locally used,saloons,maroon,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-08-10,2550000
2010,toyota,corolla,98000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-03,2600000
2013,toyota,highlander,67000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-07-04,8500000
2007,toyota,avalon,89000,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,4,5,2020-07-17,2350000
2012,mercedes-benz,c300,89000,foreign used,saloons,gold,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-07-23,5500000
2008,lexus,es,87000,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-08-05,3600000
2006,toyota,corolla,78000,foreign used,hatchbacks,silver,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-08-12,2500000
2014,mercedes-benz,gl-450,56000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-24,16000000
2017,lexus,rx,34000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-10,16500000
2013,mercedes-benz,glk,78000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-07-07,8900000
2010,honda,accord-crosstour,85000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-04,4200000
2010,toyota,corolla,87000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-21,2600000
2017,lexus,lx,11000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,2,2020-06-03,38000000
2013,lexus,rx,47000,foreign used,4 wheel drives & suvs,black,other,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-26,9000000
2011,toyota,4-runner,65000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-08-26,8900000
2013,lexus,es,56000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-08-26,8900000
2014,toyota,avalon,45000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,4,5,2020-08-26,7700000
2015,lexus,es,30100,foreign used,saloons,blue,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-06-03,10800000
2012,toyota,highlander,67000,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-21,6600000
2006,toyota,tacoma,78000,foreign used,pickups,blue,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-08-21,5700000
,na,na,,na,na,na,na,na,na,na,na,NA,0,0,NA,
2013,toyota,highlander,74000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-07-07,8700000
2017,lexus,rx,34000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-07,16800000
2010,toyota,corolla,89000,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-07-23,2500000
2007,toyota,4-runner,97000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-08-24,3650000
2013,mercedes-benz,ml350,78000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-30,9500000
2016,ford,f-150,56000,foreign used,pickups,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-04,26000000
2012,mercedes-benz,glk,97000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-08-12,5500000
2018,mitsubishi,pajero,65,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-04,25000000
2014,toyota,hiace,2300,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-08-04,14500000
2007,volkswagen,beetle,89000,foreign used,minis,green,2 wheel drive,petrol,lefthand drive,automatic,leather,2,0,0,2020-06-03,1650000
2010,nissan,dualis,64000,locally used,4 wheel drives & suvs,black,other,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-31,1600000
2018,ford,edge,9000,foreign used,4 wheel drives & suvs,red,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-03,15000000
2016,dodge,charger,49000,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,3,1,2020-01-27,8000000
2015,mercedes-benz,m-class,76000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-27,11000000
2007,mercedes-benz,ml350,87000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-02,3950000
2015,toyota,highlander,68000,foreign used,4 wheel drives & suvs,maroon,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-09,12300000
2015,toyota,corolla,67000,foreign used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-14,4700000
2017,toyota,tacoma,34000,foreign used,pickups,grey,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-07-20,14300000
2014,hyundai,santa-fe,78000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-09,6900000
2013,ford,explorer,78000,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-09,7200000
2008,ford,edge,89000,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-08-09,2750000
2017,lexus,nx,27000,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-05-27,15000000
2018,lexus,gx,4300,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-06-04,23000000
2013,land-rover,range-rover-evoque,87000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-09,12300000
2011,toyota,highlander,87000,foreign used,4 wheel drives & suvs,brown,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-06-30,6500000
2020,toyota,hilux,5200,brand new,pickups,white,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-06-30,22000000
2005,toyota,hiace,,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-07-01,4450000
2004,toyota,hiace,,foreign used,"buses, taxis and vans",yellow,4 wheel drive,petrol,lefthand drive,manual,cloth,3,0,0,2020-07-01,3250000
2002,toyota,hiace,,foreign used,"buses, taxis and vans",grey,4 wheel drive,petrol,lefthand drive,manual,cloth,3,0,0,2020-07-01,3300000
2008,toyota,rav4,,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-07-01,2950000
2014,mercedes-benz,glk,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-07-26,10700000
2005,toyota,hiace,,foreign used,"buses, taxis and vans",silver,4 wheel drive,petrol,lefthand drive,manual,cloth,3,0,0,2020-07-01,4450000
2010,mercedes-benz,glk,,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-07-26,7500000
2010,mercedes-benz,gl-450,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-26,10200000
2012,mercedes-benz,gl-450,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-07-26,11400000
2008,toyota,corolla,,locally used,saloons,black,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-07-15,1850000
2005,toyota,hiace,,foreign used,"buses, taxis and vans",white,4 wheel drive,petrol,lefthand drive,manual,cloth,4,0,0,2020-08-18,3550000
2007,toyota,4-runner,166000,foreign used,4 wheel drives & suvs,green,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-08-22,4400000
2013,toyota,highlander,144000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-08-22,8000000
2011,honda,accord-crosstour,72000,locally used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-08-22,2700000
2012,toyota,camry,,foreign used,saloons,maroon,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-07-02,4100000
2007,lexus,rx,1,foreign used,hatchbacks,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-07-24,4200000
2009,toyota,tacoma,,foreign used,pickups,black,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-04-27,8990000
2012,ford,edge,,foreign used,4 wheel drives & suvs,gold,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-05-06,5000000
2008,toyota,highlander,,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-06-13,4900000
2014,hyundai,elantra,,foreign used,saloons,silver,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,4,2,2020-06-13,3800000
2008,toyota,highlander,,foreign used,4 wheel drives & suvs,blue,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,8,2020-06-13,3950000
2005,toyota,highlander,,foreign used,4 wheel drives & suvs,dark blue,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-07-06,3200000
2013,toyota,highlander,1,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,8,2020-07-29,8200000
2004,lexus,rx,94000,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,1,2020-07-31,3400000
2013,hyundai,sonata,,foreign used,saloons,grey,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,0,0,2020-06-09,3700000
2011,lexus,es,1,foreign used,saloons,blue,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-07-09,4350000
2015,mercedes-benz,slk-class,1,foreign used,convertibles,blue,4 wheel drive,petrol,lefthand drive,automatic,leather,2,0,0,2020-08-09,8500000
2011,land-rover,range-rover,,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,3,2020-06-09,7900000
2010,lexus,es,1,foreign used,saloons,blue,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,6,2020-08-17,4300000
2007,honda,cr-v,1,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,6,2020-08-17,2700000
2007,volkswagen,beetle,,foreign used,minis,gold,2 wheel drive,petrol,lefthand drive,automatic,leather,2,0,0,2020-05-02,1950000
2013,ford,edge,,foreign used,4 wheel drives & suvs,gold,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-09,5000000
2013,lexus,gx,1,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-07-10,13300000
2009,toyota,corolla,1,locally used,saloons,green,2 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,42,2020-08-22,1980000
2011,honda,pilot,1,locally used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-08-04,2800000
2004,toyota,4-runner,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-05-07,2800000
2013,ford,edge,,foreign used,4 wheel drives & suvs,grey,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,1,2020-06-13,5000000
2007,volkswagen,beetle,,foreign used,hatchbacks,green,2 wheel drive,petrol,lefthand drive,automatic,leather,4,0,0,2020-06-13,1950000
2016,toyota,4-runner,,foreign used,4 wheel drives & suvs,white,4 wheel drive,petrol,lefthand drive,automatic,leather,4,5,7,2020-06-13,16900000
2014,toyota,corolla,1,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-07-24,4600000
2005,lexus,gx,1,foreign used,4 wheel drives & suvs,black,4 wheel drive,petrol,lefthand drive,automatic,leather,4,4,1,2020-07-19,4400000
2014,toyota,corolla,1,foreign used,saloons,red,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,42,2020-06-30,4700000
2012,toyota,camry,,foreign used,saloons,maroon,2 wheel drive,petrol,lefthand drive,automatic,leather,4,5,56,2020-06-13,3900000
2011,toyota,rav4,,foreign used,4 wheel drives & suvs,silver,4 wheel drive,petrol,lefthand drive,automatic,cloth,4,5,7,2020-06-13,4100000
